Clusters,Pangenome Class,COG,Description,Enzyme Class,KEGG Orthology,KEGG Pathway,KEGG Reaction,Resistance Product,Resistance,Metabolism
cluster_11208,dispensable,I,Biotin carboxylase,Biotin carboxylase[6.3.4.14]; Acetyl-CoA carboxylase[6.4.1.2],"acetyl-CoA carboxylase, biotin carboxylase subunit[K01961]",Fatty acid biosynthesis[map00061]; Pyruvate metabolism[map00620]; Propanoate metabolism[map00640]; Carbon fixation pathways in prokaryotes[map00720]; Metabolic pathways[map01100]; Biosynthesis of secondary metabolites[map01110]; Microbial metabolism in diverse environments[map01120]; Carbon metabolism[map01200]; Fatty acid metabolism[map01212],ATP + Acetyl-CoA + HCO3- <=> ADP + Orthophosphate + Malonyl-CoA[R00742]; ATP + Holo-[carboxylase] + HCO3- <=> ADP + Orthophosphate + Carboxybiotin-carboxyl-carrier protein[R04385],-,-,-
cluster_11209,dispensable,-,-,-,-,-,-,-,-,-
cluster_11210,dispensable,-,-,-,-,-,-,-,-,-
cluster_11211,dispensable,-,-,-,-,-,-,-,-,-
cluster_11212,dispensable,-,-,-,-,-,-,-,-,-
cluster_11213,dispensable,L,Replication initiation factor,-,putative DNA relaxase[K07467],-,-,-,-,-
cluster_11214,dispensable,L,Replication initiation factor,-,putative DNA relaxase[K07467],-,-,-,-,-
cluster_11215,dispensable,-,-,-,-,-,-,-,-,-
cluster_11216,dispensable,-,-,-,-,-,-,-,-,-
cluster_11217,dispensable,S,MCRA family,Oleate hydratase[4.2.1.53],oleate hydratase[K10254],-,-,-,-,-
cluster_11218,unique,-,-,-,-,-,-,-,-,-
cluster_11219,dispensable,C,"Pyridine nucleotide-disulphide oxidoreductase, dimerisation domain",Mercury(II) reductase[1.16.1.1],mercuric reductase[K00520],-,-,mercury resistance protein,Metal: Mercury resistance,-
cluster_11220,dispensable,V,ABC-2 family transporter protein,-,ABC-2 type transport system permease protein[K01992],-,-,-,-,-
cluster_11221,dispensable,S,DNA/RNA non-specific endonuclease,-,-,-,-,-,-,-
cluster_11222,dispensable,S,Na+-H+ antiporter family,-,putative amino acid transporter[K07084],-,-,-,-,-
cluster_11223,dispensable,K,Acetyltransferase (GNAT) domain,DNA-3-methyladenine glycosylase I[3.2.2.20],DNA-3-methyladenine glycosylase I[K01246]; uncharacterized protein[K06977],Base excision repair[map03410],-,-,-,-
cluster_11224,dispensable,S,Virulence factor B,-,uncharacterized protein[K00243],-,-,-,-,-
cluster_11225,dispensable,J,Belongs to the pseudouridine synthase RsuA family,16S rRNA pseudouridine(516) synthase[5.4.99.19]; 23S rRNA pseudouridine(2604) synthase[5.4.99.21]; 23S rRNA pseudouridine(2605) synthase[5.4.99.22],23S rRNA pseudouridine2605 synthase[K06178]; 23S rRNA pseudouridine2604 synthase[K06182]; 16S rRNA pseudouridine516 synthase[K06183],-,-,-,-,-
cluster_11226,dispensable,L,COG2256 ATPase related to the helicase subunit of the Holliday junction resolvase,-,putative ATPase[K07478],-,-,-,-,-
cluster_11227,dispensable,S,DNA/RNA non-specific endonuclease,-,-,-,-,-,-,-
cluster_11228,dispensable,L,COG2256 ATPase related to the helicase subunit of the Holliday junction resolvase,-,putative ATPase[K07478],-,-,-,-,-
cluster_11229,dispensable,S,DNA/RNA non-specific endonuclease,-,-,-,-,-,-,-
cluster_11230,dispensable,S,DNA/RNA non-specific endonuclease,-,-,-,-,-,-,-
cluster_11231,dispensable,S,Nuclease-related domain,-,-,-,-,-,-,-
cluster_11232,dispensable,S,Conserved hypothetical protein 698,-,-,-,-,-,-,-
cluster_11233,dispensable,S,Conserved hypothetical protein 698,-,-,-,-,-,-,-
cluster_11234,dispensable,-,-,-,-,-,-,-,-,-
cluster_11235,dispensable,K,WYL domain,-,-,-,-,-,-,-
cluster_11236,dispensable,-,-,-,-,-,-,-,-,-
cluster_11237,dispensable,K,"QacR-like protein, C-terminal region",-,-,-,-,drug and biocide MFS efflux regulator,Biocide; Drug: Drug and biocide resistance,-
cluster_11238,dispensable,-,-,-,-,-,-,-,-,-
cluster_11239,dispensable,-,-,-,-,-,-,-,-,-
cluster_11240,dispensable,M,"Converts 2-succinyl-6-hydroxy-2,4-cyclohexadiene-1- carboxylate (SHCHC) to 2-succinylbenzoate (OSB)",o-succinylbenzoate synthase[4.2.1.113]; L-Ala-D/L-Glu epimerase[5.1.1.20]; Glutamate racemase[5.1.1.3],glutamate racemase[K01776]; o-succinylbenzoate synthase[K02549]; L-Ala-D/L-Glu epimerase[K19802],Ubiquinone and other terpenoid-quinone biosynthesis[map00130]; Metabolic pathways[map01100]; Biosynthesis of secondary metabolites[map01110],"L-Glutamate <=> D-Glutamate[R00260]; 2-Succinylbenzoate + H2O <=> (1R,6R)-6-Hydroxy-2-succinylcyclohexa-2,4-diene-1-carboxylate[R04031]; L-Alanyl-D-glutamate <=> L-Alanyl-L-glutamate[R10938]",-,-,-
cluster_11241,dispensable,H,Catalyzes the NADPH-dependent reduction of ketopantoate into pantoic acid,2-dehydropantoate 2-reductase[1.1.1.169],2-dehydropantoate 2-reductase[K00077],Pantothenate and CoA biosynthesis[map00770]; Metabolic pathways[map01100]; Biosynthesis of secondary metabolites[map01110],(R)-Pantoate + NADP+ <=> 2-Dehydropantoate + NADPH + H+[R02472],-,-,-
cluster_11242,dispensable,V,"AAA domain, putative AbiEii toxin, Type IV TA system",-,ABC-2 type transport system ATP-binding protein[K01990],-,-,-,-,-
cluster_11243,dispensable,V,"AAA domain, putative AbiEii toxin, Type IV TA system",-,ABC-2 type transport system ATP-binding protein[K01990],-,-,-,-,-
cluster_11244,dispensable,E,Catalyzes the conversion of N-formimidoyl-L-glutamate to L-glutamate and formamide,Formimidoylglutamase[3.5.3.8],formiminoglutamase[K01479],Histidine metabolism[map00340]; Metabolic pathways[map01100],N-Formimino-L-glutamate + H2O <=> L-Glutamate + Formamide[R02285],-,-,-
cluster_11245,dispensable,S,Phage portal protein,-,-,-,-,-,-,-
cluster_11246,dispensable,S,Caudovirus prohead serine protease,-,uncharacterized protein[K06904],-,-,-,-,-
cluster_11247,dispensable,S,of the RND superfamily,-,putative drug exporter of the RND superfamily[K06994]; membrane protein YdfJ[K11625],Two-component system[map02020],-,-,-,-
cluster_11248,dispensable,S,Domain of unknown function (DUF1851),-,-,-,-,-,-,-
cluster_11249,dispensable,-,-,-,-,-,-,-,-,-
cluster_11250,dispensable,L,"Resolvase, N terminal domain",-,-,-,-,-,-,-
cluster_11251,dispensable,E,DNA primase activity,DNA helicase[3.6.4.12],DNA primase[K02316]; putative DNA primase/helicase[K06919]; twinkle protein[K17680],DNA replication[map03030],-,-,-,-
cluster_11252,dispensable,-,-,-,-,-,-,-,-,-
cluster_11253,dispensable,-,-,-,-,-,-,-,-,-
cluster_11254,dispensable,V,"ABC-type bacteriocin lantibiotic exporters, contain an N-terminal double-glycine peptidase domain",-,"ATP-binding cassette, subfamily B, bacterial[K06147]; ATP-binding cassette, subfamily C, bacterial[K06148]; ATP-binding cassette, subfamily C, bacterial, competence factor transporting protein[K12292]; ATP-binding cassette, subfamily C, bacteriocin exporter[K20344]",ABC transporters[map02010]; Two-component system[map02020]; Quorum sensing[map02024],-,-,-,-
cluster_11255,dispensable,I,Alpha beta,Prolyl aminopeptidase[3.4.11.5]; tRNA(adenine(34)) deaminase[3.5.4.33]; Haloalkane dehalogenase[3.8.1.5],proline iminopeptidase[K01259]; haloalkane dehalogenase[K01563]; tRNA(adenine34) deaminase[K11991],Arginine and proline metabolism[map00330]; Chlorocyclohexane and chlorobenzene degradation[map00361]; Chloroalkane and chloroalkene degradation[map00625]; Metabolic pathways[map01100]; Microbial metabolism in diverse environments[map01120],"Peptide + H2O <=> L-Proline + Peptide[R00135]; 1,2-Dichloroethane + H2O <=> 2-Chloroethanol + Hydrochloric acid[R05284]; trans-1,3-Dichloropropene + H2O <=> trans-3-Chloro-2-propene-1-ol + Hydrochloric acid[R05367]; cis-1,3-Dichloropropene + H2O <=> cis-3-Chloro-2-propene-1-ol + Hydrochloric acid[R05368]; 1,3,4,6-Tetrachloro-1,4-cyclohexadiene + H2O <=> 2,4,5-Trichloro-2,5-cyclohexadiene-1-ol + Hydrochloric acid[R05369]; 2,4,5-Trichloro-2,5-cyclohexadiene-1-ol + H2O <=> 2,5-Dichloro-2,5-cyclohexadiene-1,4-diol + Hydrochloric acid[R05370]; beta-1,2,3,4,5,6-Hexachlorocyclohexane + H2O <=> beta-2,3,4,5,6-Pentachlorocyclohexanol + Hydrochloric acid[R07669]; beta-2,3,4,5,6-Pentachlorocyclohexanol + H2O <=> beta-2,3,5,6-Tetrachloro-1,4-cyclohexanediol + Hydrochloric acid[R07670]; tRNA adenine + H2O <=> tRNA hypoxanthine + Ammonia[R10223]",-,-,-
cluster_11256,dispensable,K,Transcriptional regulator,-,"LysR family transcriptional regulator, transcriptional activator of the cysJI operon[K21900]",-,-,-,-,-
cluster_11257,dispensable,-,-,-,-,-,-,-,-,-
cluster_11258,dispensable,E,Pyridoxal-dependent decarboxylase conserved domain,Aspartate 1-decarboxylase[4.1.1.11]; Tyrosine decarboxylase[4.1.1.25]; Diaminobutyrate decarboxylase[4.1.1.86],"L-2,4-diaminobutyrate decarboxylase[K13745]; tyrosine decarboxylase / aspartate 1-decarboxylase[K18933]","Glycine, serine and threonine metabolism[map00260]; Tyrosine metabolism[map00350]; beta-Alanine metabolism[map00410]; Methane metabolism[map00680]; Pantothenate and CoA biosynthesis[map00770]; Metabolic pathways[map01100]; Biosynthesis of secondary metabolites[map01110]; Microbial metabolism in diverse environments[map01120]","L-Aspartate <=> beta-Alanine + CO2[R00489]; L-Tyrosine <=> Tyramine + CO2[R00736]; L-2,4-Diaminobutanoate <=> 1,3-Diaminopropane + CO2[R07650]",-,-,-
cluster_11259,dispensable,-,-,-,-,-,-,-,-,-
cluster_11260,dispensable,-,-,-,-,-,-,-,-,-
cluster_11261,unique,-,-,-,-,-,-,-,-,-
cluster_11262,dispensable,C,malate quinone oxidoreductase,Malate dehydrogenase (quinone)[1.1.5.4],malate dehydrogenase (quinone)[K00116],Citrate cycle (TCA cycle)[map00020]; Pyruvate metabolism[map00620]; Metabolic pathways[map01100]; Biosynthesis of secondary metabolites[map01110]; Microbial metabolism in diverse environments[map01120]; Carbon metabolism[map01200],(S)-Malate + Oxygen <=> Oxaloacetate + Hydrogen peroxide[R00360]; (S)-Malate + Quinone <=> Oxaloacetate + Hydroquinone[R00361]; (S)-Malate + FAD <=> Oxaloacetate + FADH2[R01257],-,-,-
cluster_11263,dispensable,F,Belongs to the GARS family,Phosphoribosylamine--glycine ligase[6.3.4.13],phosphoribosylamine---glycine ligase[K01945],Purine metabolism[map00230]; Metabolic pathways[map01100]; Biosynthesis of secondary metabolites[map01110],ATP + 5-Phosphoribosylamine + Glycine <=> ADP + Orthophosphate + 5'-Phosphoribosylglycinamide[R04144],-,-,-
cluster_11264,unique,S,protein domain associated with,-,-,-,-,-,-,-
cluster_11265,dispensable,S,Acyl-coenzyme A:6-aminopenicillanic acid acyl-transferase,-,-,-,-,-,-,-
cluster_11266,dispensable,S,Acyl-coenzyme A:6-aminopenicillanic acid acyl-transferase,-,-,-,-,-,-,-
cluster_11267,dispensable,-,-,-,-,-,-,-,-,-
cluster_11268,dispensable,P,"Phosphonate ABC transporter, permease protein",Alpha-D-ribose 1-methylphosphonate 5-triphosphate diphosphatase[3.6.1.63],phosphonate transport system permease protein[K02042]; alpha-D-ribose 1-methylphosphonate 5-triphosphate diphosphatase[K06162],Phosphonate and phosphinate metabolism[map00440]; ABC transporters[map02010],alpha-D-Ribose 1-methylphosphonate 5-triphosphate + H2O <=> alpha-D-Ribose 1-methylphosphonate 5-phosphate + Diphosphate[R10186],-,-,-
cluster_11269,dispensable,-,-,-,-,-,-,-,-,-
cluster_11270,dispensable,-,-,-,-,-,-,-,-,-
cluster_11271,dispensable,-,-,-,-,-,-,-,-,-
cluster_11272,dispensable,-,-,-,-,-,-,-,-,-
cluster_11273,dispensable,F,Catalyzes the synthesis of GMP from XMP,[Ribosomal protein S5]-alanine N-acetyltransferase[2.3.1.128]; GMP synthase (glutamine-hydrolyzing)[6.3.5.2],GMP synthase (glutamine-hydrolysing)[K01951]; [ribosomal protein S5]-alanine N-acetyltransferase[K03790],Purine metabolism[map00230]; Drug metabolism - other enzymes[map00983]; Metabolic pathways[map01100],ATP + Xanthosine 5'-phosphate + Ammonia <=> AMP + Diphosphate + GMP[R01230]; ATP + Xanthosine 5'-phosphate + L-Glutamine + H2O <=> AMP + Diphosphate + GMP + L-Glutamate[R01231]; 6-Thioxanthine 5'-monophosphate + ATP + L-Glutamine + H2O <=> 6-Thioguanosine monophosphate + AMP + Diphosphate + L-Glutamate[R08244],-,-,-
cluster_11274,dispensable,V,HNH endonuclease,-,5-methylcytosine-specific restriction enzyme A[K07451],-,-,-,-,-
cluster_11275,dispensable,-,-,-,-,-,-,-,-,-
cluster_11276,dispensable,-,-,-,-,-,-,-,-,-
cluster_11277,dispensable,-,-,-,-,-,-,-,-,-
cluster_11278,dispensable,EP,Plasmid replication protein,-,peptide/nickel transport system ATP-binding protein[K02031]; peptide/nickel transport system ATP-binding protein[K02032]; probable blue pigment (indigoidine) exporter[K15269],Quorum sensing[map02024],-,-,-,-
cluster_11279,dispensable,V,"Type II restriction enzyme, methylase subunits",-,-,-,-,-,-,-
cluster_11280,dispensable,K,Integron-associated effector binding protein,-,AraC family transcriptional regulator[K13653],-,-,-,-,-
cluster_11281,dispensable,-,-,-,-,-,-,-,-,-
cluster_11282,dispensable,-,-,-,-,-,-,-,-,-
cluster_11283,dispensable,S,"Protein of unknown function, DUF536",-,-,-,-,-,-,-
cluster_11284,dispensable,-,-,-,-,-,-,-,-,-
cluster_11285,unique,S,CAAX protease self-immunity,-,CAAX protease family protein[K07052],-,-,-,-,-
cluster_11286,dispensable,S,Domain of unknown function DUF87,-,DNA phosphorothioation-dependent restriction protein DptH[K19175],-,-,-,-,-
cluster_11287,dispensable,M,Belongs to the staphylococcal tandem lipoprotein family,-,-,-,-,-,-,-
cluster_11288,dispensable,-,-,-,-,-,-,-,-,-
cluster_11289,dispensable,S,Primase C terminal 1 (PriCT-1),-,putative DNA primase/helicase[K06919],-,-,-,-,-
cluster_11290,dispensable,L,Initiator Replication protein,-,-,-,-,-,-,-
cluster_11291,dispensable,L,GyrI-like small molecule binding domain,-,AraC family transcriptional regulator[K13652],-,-,-,-,-
cluster_11292,dispensable,M,Mannosyl-glycoprotein endo-beta-N-acetylglucosaminidase,-,LasA protease[K08642]; peptidoglycan DL-endopeptidase CwlO[K21471],Quorum sensing[map02024],-,-,-,-
cluster_11293,dispensable,-,-,-,-,-,-,-,-,-
cluster_11294,dispensable,-,-,-,-,-,-,-,-,-
cluster_11295,dispensable,DM,E domain,N-acetylmuramoyl-L-alanine amidase[3.5.1.28],N-acetylmuramoyl-L-alanine amidase[K01448]; pilus assembly protein FimV[K08086]; fibronectin-binding protein A[K13732]; fibronectin-binding protein B[K13733]; surface protein G[K14195]; large repetitive protein[K20276],Cationic antimicrobial peptide (CAMP) resistance[map01503]; Quorum sensing[map02024]; Bacterial invasion of epithelial cells[map05100]; Staphylococcus aureus infection[map05150],N-Acetylmuramoyl-Ala + H2O <=> N-Acetylmuramate + L-Alanine[R04112],-,-,-
cluster_11296,dispensable,L,COG3316 Transposase and inactivated derivatives,-,putative transposase[K07498],-,-,-,-,-
cluster_11297,dispensable,S,this gene contains a nucleotide ambiguity which may be the result of a sequencing error,-,-,-,-,-,-,-
cluster_11298,dispensable,S,Pfam PF07901,-,-,-,-,-,-,-
cluster_11299,dispensable,K,transcriptional,-,GntR family transcriptional regulator[K03710],-,-,-,-,-
cluster_11300,dispensable,K,Peptide methionine sulfoxide reductase regulator MsrR,-,-,-,-,-,-,-
cluster_11301,dispensable,H,"Converts 2,5-diamino-6-(ribosylamino)-4(3h)-pyrimidinone 5'-phosphate into 5-amino-6-(ribosylamino)-2,4(1h,3h)- pyrimidinedione 5'-phosphate",5-amino-6-(5-phosphoribosylamino)uracil reductase[1.1.1.193]; Diaminohydroxyphosphoribosylaminopyrimidine deaminase[3.5.4.26],5-amino-6-(5-phosphoribosylamino)uracil reductase[K00082]; diaminohydroxyphosphoribosylaminopyrimidine deaminase[K01498]; diaminohydroxyphosphoribosylaminopyrimidine deaminase / 5-amino-6-(5-phosphoribosylamino)uracil reductase[K11752],Riboflavin metabolism[map00740]; Metabolic pathways[map01100]; Biosynthesis of secondary metabolites[map01110]; Quorum sensing[map02024],"5-Amino-6-(5'-phospho-D-ribitylamino)uracil + NADP+ <=> 5-Amino-6-(5'-phosphoribosylamino)uracil + NADPH + H+[R03458]; 2,5-Diamino-6-(5-phospho-D-ribosylamino)pyrimidin-4(3H)-one + H2O <=> 5-Amino-6-(5'-phosphoribosylamino)uracil + Ammonia[R03459]",-,-,-
cluster_11302,dispensable,S,Bacterial PH domain,-,-,-,-,-,-,-
cluster_11303,dispensable,S,SNARE associated Golgi protein,Alkaline phosphatase[3.1.3.1],alkaline phosphatase[K01077],Thiamine metabolism[map00730]; Folate biosynthesis[map00790]; Metabolic pathways[map01100]; Two-component system[map02020],"Thiamin monophosphate + H2O <=> Thiamine + Orthophosphate[R02135]; 7,8-Dihydroneopterin 3'-triphosphate + 3 H2O <=> 7,8-Dihydroneopterin + 3 Orthophosphate[R04620]",-,-,-
cluster_11304,dispensable,P,Rhodanese Homology Domain,Hydroxyacylglutathione hydrolase[3.1.2.6]; C-terminal processing peptidase[3.4.21.102],hydroxyacylglutathione hydrolase[K01069]; carboxyl-terminal processing protease[K03797],Pyruvate metabolism[map00620],(R)-S-Lactoylglutathione + H2O <=> Glutathione + (R)-Lactate[R01736],-,-,-
cluster_11305,dispensable,S,PIN domain,-,-,-,-,-,-,-
cluster_11306,dispensable,H,Phosphomethylpyrimidine kinase,Thiamine phosphate synthase[2.5.1.3]; Pyridoxal kinase[2.7.1.35]; Hydroxymethylpyrimidine kinase[2.7.1.49]; Phosphooxymethylpyrimidine kinase[2.7.4.7]; Phosphomethylpyrimidine synthase[4.1.99.17],pyridoxine kinase[K00868]; hydroxymethylpyrimidine/phosphomethylpyrimidine kinase[K00941]; phosphomethylpyrimidine synthase[K03147]; hydroxymethylpyrimidine kinase / phosphomethylpyrimidine kinase / thiamine-phosphate diphosphorylase[K21219],Thiamine metabolism[map00730]; Vitamin B6 metabolism[map00750]; Metabolic pathways[map01100],ATP + Pyridoxal <=> ADP + Pyridoxal phosphate[R00174]; ATP + Pyridoxine <=> ADP + Pyridoxine phosphate[R01909]; ATP + Pyridoxamine <=> ADP + Pyridoxamine phosphate[R02493]; 4-Amino-5-hydroxymethyl-2-methylpyrimidine diphosphate + 4-Methyl-5-(2-phosphooxyethyl)thiazole <=> Diphosphate + Thiamin monophosphate[R03223]; ATP + 4-Amino-5-hydroxymethyl-2-methylpyrimidine <=> ADP + 4-Amino-2-methyl-5-(phosphooxymethyl)pyrimidine[R03471]; Aminoimidazole ribotide + S-Adenosyl-L-methionine <=> 4-Amino-2-methyl-5-(phosphooxymethyl)pyrimidine + 5'-Deoxyadenosine + L-Methionine + Formate + CO[R03472]; ATP + 4-Amino-2-methyl-5-(phosphooxymethyl)pyrimidine <=> ADP + 4-Amino-5-hydroxymethyl-2-methylpyrimidine diphosphate[R04509]; 4-Amino-5-hydroxymethyl-2-methylpyrimidine diphosphate + 2-(2-Carboxy-4-methylthiazol-5-yl)ethyl phosphate <=> Thiamin monophosphate + Diphosphate + CO2[R10712],-,-,-
cluster_11307,dispensable,D,Phage-related minor tail protein,Alpha-L-fucosidase[3.2.1.51],alpha-L-fucosidase[K01206]; peptidoglycan DL-endopeptidase CwlO[K21471],Other glycan degradation[map00511],-,-,-,-
cluster_11308,dispensable,K,Putative ATP-dependent DNA helicase recG C-terminal,DNA helicase[3.6.4.12],ATP-dependent DNA helicase RecG[K03655],Homologous recombination[map03440],-,-,-,-
cluster_11309,dispensable,IQ,COG1028 Dehydrogenases with different specificities (related to short-chain alcohol dehydrogenases),-,-,-,-,-,-,-
cluster_11310,dispensable,IQ,COG1028 Dehydrogenases with different specificities (related to short-chain alcohol dehydrogenases),-,-,-,-,-,-,-
cluster_11311,dispensable,K,Helix-turn-helix XRE-family like proteins,-,putative transcriptional regulator[K07726],-,-,-,-,-
cluster_11312,dispensable,-,-,-,-,-,-,-,-,-
cluster_11313,dispensable,L,Initiator Replication protein,-,-,-,-,-,-,-
cluster_11314,dispensable,L,Initiator Replication protein,-,-,-,-,-,-,-
cluster_11315,dispensable,-,-,-,-,-,-,-,-,-
cluster_11316,dispensable,S,AAA domain,-,-,-,-,-,-,-
