Clusters,Pangenome Class,COG,Description,Enzyme Class,KEGG Orthology,KEGG Pathway,KEGG Reaction,Resistance Product,Resistance,Metabolism
cluster_2751,dispensable,V,ABC transporter,-,"ATP-binding cassette, subfamily B, bacterial[K06147]",-,-,-,-,-
cluster_2752,dispensable,F,Provides the precursors necessary for DNA synthesis. Catalyzes the biosynthesis of deoxyribonucleotides from the corresponding ribonucleotides,Ribonucleoside-diphosphate reductase[1.17.4.1],ribonucleoside-diphosphate reductase alpha chain[K00525],Purine metabolism[map00230]; Pyrimidine metabolism[map00240]; Metabolic pathways[map01100],dADP + Thioredoxin disulfide + H2O <=> Thioredoxin + ADP[R02017]; dUDP + Thioredoxin disulfide + H2O <=> Thioredoxin + UDP[R02018]; dGDP + Thioredoxin disulfide + H2O <=> GDP + Thioredoxin[R02019]; dCDP + Thioredoxin disulfide + H2O <=> Thioredoxin + CDP[R02024],-,-,-
cluster_2753,dispensable,-,-,-,-,-,-,-,-,-
cluster_2754,dispensable,-,-,-,-,-,-,-,-,-
cluster_2755,dispensable,K,Cupin domain,-,"RNA polymerase sigma-70 factor, ECF subfamily[K03088]; XRE family transcriptional regulator, fatty acid utilization regulator[K07110]",-,-,-,-,-
cluster_2756,dispensable,S,Sucrose-6F-phosphate phosphohydrolase,-,-,-,-,-,-,-
cluster_2757,dispensable,G,Glycosyl hydrolase 101 beta sandwich domain,Endo-alpha-N-acetylgalactosaminidase[3.2.1.97],endo-alpha-N-acetylgalactosaminidase[K17624],-,-,-,-,-
cluster_2758,dispensable,G,Glycosyl hydrolase family 85,-,-,-,-,-,-,-
cluster_2759,dispensable,-,-,-,-,-,-,-,-,-
cluster_2760,dispensable,S,"Phage plasmid primase, P4 family",-,putative DNA primase/helicase[K06919],-,-,-,-,-
cluster_2761,dispensable,S,Domain of unknown function (DUF4091),-,-,-,-,-,-,-
cluster_2762,dispensable,J,RNA pseudouridylate synthase,tRNA pseudouridine(32) synthase[5.4.99.28]; 23S rRNA pseudouridine(746) synthase[5.4.99.29],tRNA pseudouridine32 synthase / 23S rRNA pseudouridine746 synthase[K06177],-,-,-,-,-
cluster_2763,dispensable,I,hydrolase,Lysophospholipase[3.1.1.5],lysophospholipase[K01048],Glycerophospholipid metabolism[map00564],-,-,-,-
cluster_2764,dispensable,E,amino acid,-,"amino acid transporter, AAT family[K03293]; D-serine/D-alanine/glycine transporter[K11737]",-,-,-,-,-
cluster_2765,dispensable,K,transcriptional regulator,-,-,-,-,-,-,-
cluster_2766,dispensable,-,-,-,-,-,-,-,-,-
cluster_2767,dispensable,EGP,Major Facilitator Superfamily,-,"MFS transporter, YNFM family, putative membrane transport protein[K08224]",-,-,-,-,-
cluster_2768,dispensable,-,-,-,-,-,-,-,-,-
cluster_2769,dispensable,P,NLPA lipoprotein,-,D-methionine transport system substrate-binding protein[K02073],ABC transporters[map02010],-,-,-,-
cluster_2770,dispensable,-,-,-,-,-,-,-,-,-
cluster_2771,dispensable,-,-,-,-,-,-,-,-,-
cluster_2772,dispensable,-,-,-,-,-,-,-,-,-
cluster_2773,dispensable,-,-,-,-,-,-,-,-,-
cluster_2774,dispensable,I,Biotin carboxylase C-terminal domain,Biotin carboxylase[6.3.4.14]; Acetyl-CoA carboxylase[6.4.1.2]; Propionyl-CoA carboxylase[6.4.1.3],"acetyl-CoA/propionyl-CoA carboxylase, biotin carboxylase, biotin carboxyl carrier protein[K11263]","Fatty acid biosynthesis[map00061]; Valine, leucine and isoleucine degradation[map00280]; Pyruvate metabolism[map00620]; Glyoxylate and dicarboxylate metabolism[map00630]; Propanoate metabolism[map00640]; Metabolic pathways[map01100]; Biosynthesis of secondary metabolites[map01110]; Microbial metabolism in diverse environments[map01120]; Carbon metabolism[map01200]; Fatty acid metabolism[map01212]",ATP + Acetyl-CoA + HCO3- <=> ADP + Orthophosphate + Malonyl-CoA[R00742]; ATP + Propanoyl-CoA + HCO3- <=> ADP + Orthophosphate + (S)-Methylmalonyl-CoA[R01859]; ATP + Holo-[carboxylase] + HCO3- <=> ADP + Orthophosphate + Carboxybiotin-carboxyl-carrier protein[R04385],-,-,-
cluster_2775,dispensable,S,"Oxidoreductase family, C-terminal alpha/beta domain",Inositol 2-dehydrogenase[1.1.1.18]; D-chiro-inositol 1-dehydrogenase[1.1.1.369],myo-inositol 2-dehydrogenase / D-chiro-inositol 1-dehydrogenase[K00010],Streptomycin biosynthesis[map00521]; Inositol phosphate metabolism[map00562]; Metabolic pathways[map01100]; Microbial metabolism in diverse environments[map01120],"myo-Inositol + NAD+ <=> 2,4,6/3,5-Pentahydroxycyclohexanone + NADH + H+[R01183]; 1D-chiro-Inositol + NAD+ <=> 1-Keto-D-chiro-inositol + NADH + H+[R09951]",-,-,-
cluster_2776,dispensable,-,-,-,-,-,-,-,-,-
cluster_2777,dispensable,L,DSHCT,-,ATP-dependent RNA helicase HelY[K03727],-,-,-,-,-
cluster_2778,dispensable,-,-,-,-,-,-,-,-,-
cluster_2779,dispensable,-,-,-,-,-,-,-,-,-
cluster_2780,dispensable,-,-,-,-,-,-,-,-,-
cluster_2781,dispensable,-,-,-,-,-,-,-,-,-
cluster_2782,dispensable,-,-,-,putative ABC transport system permease protein[K02004],-,-,-,-,-
cluster_2783,dispensable,-,-,-,-,-,-,-,-,-
cluster_2784,dispensable,C,Aldo/keto reductase family,-,L-glyceraldehyde 3-phosphate reductase[K19265],-,-,-,-,-
cluster_2785,dispensable,H,Belongs to the pyridoxine kinase family,Pyridoxal kinase[2.7.1.35],pyridoxine kinase[K00868],Vitamin B6 metabolism[map00750]; Metabolic pathways[map01100],ATP + Pyridoxal <=> ADP + Pyridoxal phosphate[R00174]; ATP + Pyridoxine <=> ADP + Pyridoxine phosphate[R01909]; ATP + Pyridoxamine <=> ADP + Pyridoxamine phosphate[R02493],-,-,-
cluster_2786,dispensable,-,-,-,-,-,-,-,-,-
cluster_2787,dispensable,-,-,-,-,-,-,-,-,-
cluster_2788,dispensable,S,truncated,-,hemoglobin[K06886],-,-,-,-,-
cluster_2789,dispensable,G,exo-alpha-(2->6)-sialidase activity,-,-,-,-,-,-,-
cluster_2790,dispensable,C,Belongs to the D-isomer specific 2-hydroxyacid dehydrogenase family,Glyoxylate reductase[1.1.1.26]; 2-oxoglutarate reductase[1.1.1.399]; Phosphoglycerate dehydrogenase[1.1.1.95],glyoxylate reductase[K00015]; D-3-phosphoglycerate dehydrogenase / 2-oxoglutarate reductase[K00058],"Glycine, serine and threonine metabolism[map00260]; Glyoxylate and dicarboxylate metabolism[map00630]; Methane metabolism[map00680]; Metabolic pathways[map01100]; Biosynthesis of secondary metabolites[map01110]; Microbial metabolism in diverse environments[map01120]; Carbon metabolism[map01200]; Biosynthesis of amino acids[map01230]",Glycolate + NAD+ <=> Glyoxylate + NADH + H+[R00717]; D-Glycerate + NAD+ <=> Hydroxypyruvate + NADH + H+[R01388]; 3-Phospho-D-glycerate + NAD+ <=> 3-Phosphonooxypyruvate + NADH + H+[R01513],-,-,-
cluster_2791,dispensable,S,acetyltransferases and hydrolases with the alpha beta hydrolase fold,Triacylglycerol lipase[3.1.1.3],triacylglycerol lipase[K01046],Glycerolipid metabolism[map00561]; Metabolic pathways[map01100],"Triacylglycerol + H2O <=> 1,2-Diacyl-sn-glycerol + Fatty acid[R02250]; 1,2-Diacyl-sn-glycerol + H2O <=> 1-Acylglycerol + Fatty acid[R02687]",-,-,-
cluster_2792,dispensable,P,Binding-protein-dependent transport system inner membrane component,-,multiple sugar transport system permease protein[K02026],-,-,-,-,-
cluster_2793,dispensable,Q,acetyl xylan esterase,Cephalosporin-C deacetylase[3.1.1.41],cephalosporin-C deacetylase[K01060],Penicillin and cephalosporin biosynthesis[map00311],Cephalosporin C + H2O <=> Deacetylcephalosporin C + Acetate[R03062],-,-,-
cluster_2794,dispensable,G,L-fucose H symporter permease,-,"MFS transporter, FHS family, L-fucose permease[K02429]",-,-,-,-,-
cluster_2795,dispensable,-,-,-,-,-,-,-,-,-
cluster_2796,dispensable,-,-,-,-,-,-,-,-,-
cluster_2797,dispensable,M,OmpA family,-,peptidoglycan-associated lipoprotein[K03640],-,-,-,-,-
cluster_2798,dispensable,P,cellular response to nickel ion,-,-,-,-,-,-,-
cluster_2799,dispensable,T,"helix_turn_helix, Lux Regulon",-,-,-,-,-,-,-
cluster_2800,dispensable,-,-,-,-,-,-,-,-,-
cluster_2801,dispensable,C,Cytochrome b,-,ubiquinol-cytochrome c reductase cytochrome b subunit[K00412]; cytochrome b6[K02635]; cytochrome b6-f complex subunit 4[K02637]; menaquinol-cytochrome c reductase cytochrome b subunit[K03887]; ubiquinol-cytochrome c reductase cytochrome b subunit[K03891]; cytochrome b-561[K15879],Oxidative phosphorylation[map00190]; Photosynthesis[map00195]; Metabolic pathways[map01100]; Two-component system[map02020],-,-,-,-
cluster_2802,dispensable,S,"An essential GTPase which binds GTP, GDP and possibly (p)ppGpp with moderate affinity, with high nucleotide exchange rates and a fairly low GTP hydrolysis rate. Plays a role in control of the cell cycle, stress response, ribosome biogenesis and in those bacteria that undergo differentiation, in morphogenesis control",-,GTPase[K03979],-,-,-,-,-
cluster_2803,dispensable,P,PFAM binding-protein-dependent transport systems inner membrane component,-,maltose/maltodextrin transport system permease protein[K10110]; arabinogalactan oligomer / maltooligosaccharide transport system permease protein[K15772],ABC transporters[map02010],-,-,-,-
cluster_2804,dispensable,-,-,-,-,-,-,-,-,-
cluster_2805,dispensable,-,-,-,-,-,-,-,-,-
cluster_2806,dispensable,-,-,-,-,-,-,-,-,-
cluster_2807,dispensable,-,-,-,-,-,-,-,-,-
cluster_2808,dispensable,-,-,-,-,-,-,-,-,-
cluster_2809,dispensable,G,exo-alpha-(2->6)-sialidase activity,Exo-alpha-sialidase[3.2.1.18],sialidase-1[K01186],Other glycan degradation[map00511]; Sphingolipid metabolism[map00600],Galactosylceramide + N-Acetylneuraminate <=> GM4 + H2O[R04018],-,-,-
cluster_2810,dispensable,-,-,-,-,-,-,-,-,-
cluster_2811,dispensable,-,-,-,-,-,-,-,-,-
cluster_2812,dispensable,L,ATP-dependent helicase HrpB,RNA helicase[3.6.4.13],ATP-dependent helicase HrpB[K03579],-,-,-,-,-
cluster_2813,dispensable,F,"5'-nucleotidase, C-terminal domain",5'-nucleotidase[3.1.3.5],5'-nucleotidase[K01081],Purine metabolism[map00230]; Pyrimidine metabolism[map00240]; Nicotinate and nicotinamide metabolism[map00760]; Metabolic pathways[map01100]; Biosynthesis of secondary metabolites[map01110],AMP + H2O <=> Adenosine + Orthophosphate[R00183]; CMP + H2O <=> Cytidine + Orthophosphate[R00511]; UMP + H2O <=> Uridine + Orthophosphate[R00963]; IMP + H2O <=> Inosine + Orthophosphate[R01126]; GMP + H2O <=> Guanosine + Orthophosphate[R01227]; dTMP + H2O <=> Thymidine + Orthophosphate[R01569]; dCMP + H2O <=> Deoxycytidine + Orthophosphate[R01664]; dGMP + H2O <=> Deoxyguanosine + Orthophosphate[R01968]; dAMP + H2O <=> Deoxyadenosine + Orthophosphate[R02088]; dUMP + H2O <=> Deoxyuridine + Orthophosphate[R02102]; Nicotinamide D-ribonucleotide + H2O <=> Nicotinamide-beta-riboside + Orthophosphate[R02323]; Xanthosine 5'-phosphate + H2O <=> Xanthosine + Orthophosphate[R02719]; Nicotinate D-ribonucleotide + H2O <=> Nicotinate D-ribonucleoside + Orthophosphate[R03346],-,-,-
cluster_2814,dispensable,K,Transcriptional regulator,-,deoxyribonucleoside regulator[K05346],-,-,-,-,-
cluster_2815,dispensable,V,"Type II restriction enzyme, methylase",-,-,-,-,-,-,-
cluster_2816,dispensable,-,-,-,-,-,-,-,-,-
cluster_2817,dispensable,-,-,-,-,-,-,-,-,-
cluster_2818,dispensable,-,-,-,-,-,-,-,-,-
cluster_2819,dispensable,V,RecB family,-,-,-,-,-,-,-
cluster_2820,dispensable,H,Belongs to the MenA family. Type 1 subfamily,"1,4-dihydroxy-2-naphthoate polyprenyltransferase[2.5.1.74]","1,4-dihydroxy-2-naphthoate polyprenyltransferase[K02548]",Ubiquinone and other terpenoid-quinone biosynthesis[map00130]; Metabolic pathways[map01100]; Biosynthesis of secondary metabolites[map01110],"all-trans-Polyprenyl diphosphate + 1,4-Dihydroxy-2-naphthoate <=> Demethylmenaquinol + Diphosphate + CO2[R10757]",-,-,-
cluster_2821,dispensable,EGP,Transmembrane secretion effector,-,-,-,-,-,-,-
cluster_2822,dispensable,-,-,-,-,-,-,-,-,-
cluster_2823,dispensable,-,-,-,-,-,-,-,-,-
cluster_2824,dispensable,-,-,-,-,-,-,-,-,-
cluster_2825,dispensable,S,Putative threonine/serine exporter,-,-,-,-,-,-,-
cluster_2826,dispensable,E,Glyoxalase/Bleomycin resistance protein/Dioxygenase superfamily,-,-,-,-,-,-,-
cluster_2827,dispensable,H,protoporphyrinogen oxidase activity,Coproporphyrinogen III oxidase (coproporphyrin-forming)[1.3.3.15]; Protoporphyrinogen oxidase[1.3.3.4],protoporphyrinogen/coproporphyrinogen III oxidase[K00231],Porphyrin metabolism[map00860]; Metabolic pathways[map01100]; Biosynthesis of secondary metabolites[map01110],Protoporphyrinogen IX + 3 Oxygen <=> Protoporphyrin + 3 Hydrogen peroxide[R03222]; Coproporphyrinogen III + 3 Oxygen <=> Coproporphyrin III + 3 Hydrogen peroxide[R04178],-,-,-
cluster_2828,dispensable,-,-,-,-,-,-,-,-,-
cluster_2829,dispensable,C,Molydopterin dinucleotide binding domain,Respiratory dimethylsulfoxide reductase[1.8.5.3]; Selenate reductase[1.97.1.9],anaerobic dimethyl sulfoxide reductase subunit A[K07306]; Tat-targeted selenate reductase subunit YnfE[K07309]; Tat-targeted selenate reductase subunit YnfF[K07310]; biotin/methionine sulfoxide reductase[K08351],Selenocompound metabolism[map00450]; Biotin metabolism[map00780]; Sulfur metabolism[map00920]; Metabolic pathways[map01100],Selenite + H2O + Acceptor <=> Selenate + Reduced acceptor[R07229]; Dimethyl sulfide + Menaquinone + H2O <=> Dimethyl sulfoxide + Menaquinol[R09501]; Biotin sulfoxide + NADPH + H+ <=> Biotin + NADP+ + H2O[R10127],-,-,-
cluster_2830,dispensable,V,"ABC transporter, ATP-binding protein",-,"ATP-binding cassette, subfamily B, bacterial[K06147]; ATP-binding cassette, subfamily B, multidrug efflux pump[K18893]",ABC transporters[map02010],-,-,-,-
cluster_2831,dispensable,-,-,-,-,-,-,-,-,-
cluster_2832,dispensable,-,-,-,-,-,-,-,-,-
cluster_2833,dispensable,EGP,Major facilitator superfamily,-,"MFS transporter, MHS family, alpha-ketoglutarate permease[K03761]; MFS transporter, MHS family, proline/betaine transporter[K03762]",-,-,-,-,-
cluster_2834,dispensable,-,-,-,-,-,-,-,-,-
cluster_2835,dispensable,L,Transposase,-,-,-,-,-,-,-
cluster_2836,dispensable,-,-,-,-,-,-,-,-,-
cluster_2837,dispensable,-,-,-,-,-,-,-,-,-
cluster_2838,dispensable,-,-,-,-,-,-,-,-,-
cluster_2839,dispensable,S,"D-Lysine 5,6-aminomutase TIM-barrel domain of alpha subunit","D-ornithine 4,5-aminomutase[5.4.3.5]","D-ornithine 4,5-aminomutase subunit beta[K17898]",-,"D-Ornithine <=> (2R,4S)-2,4-Diaminopentanoate[R02461]",-,-,-
cluster_2840,dispensable,Q,AMP-binding enzyme,-,-,-,-,-,-,-
cluster_2841,dispensable,EGP,Major facilitator Superfamily,-,"MFS transporter, SHS family, sialic acid transporter[K03290]; MFS transporter, SHS family, lactate transporter[K08178]",-,-,-,-,-
cluster_2842,dispensable,C,FAD linked oxidase,-,D-lactate dehydrogenase[K18930],-,-,-,-,-
cluster_2843,dispensable,-,-,-,-,-,-,-,-,-
cluster_2844,dispensable,H,Methyltransferase required for the conversion of demethylmenaquinol (DMKH2) to menaquinol (MKH2),"Demethylmenaquinone methyltransferase[2.1.1.163]; 2-methoxy-6-polyprenyl-1,4-benzoquinol methylase[2.1.1.201]","demethylmenaquinone methyltransferase / 2-methoxy-6-polyprenyl-1,4-benzoquinol methylase[K03183]",Ubiquinone and other terpenoid-quinone biosynthesis[map00130]; Metabolic pathways[map01100]; Biosynthesis of secondary metabolites[map01110],Demethylmenaquinol + S-Adenosyl-L-methionine <=> Menaquinol + S-Adenosyl-L-homocysteine[R09736],-,-,-
cluster_2845,dispensable,-,-,-,-,-,-,-,-,-
cluster_2846,dispensable,-,-,-,-,-,-,-,-,-
cluster_2847,dispensable,-,-,-,-,-,-,-,-,-
cluster_2848,dispensable,-,-,-,-,-,-,-,-,-
cluster_2849,dispensable,G,exo-alpha-(2->6)-sialidase activity,-,-,-,-,-,-,-
cluster_2850,dispensable,G,Aldolase,Fructose-bisphosphate aldolase[4.1.2.13],"fructose-bisphosphate aldolase, class I[K01623]",Glycolysis / Gluconeogenesis[map00010]; Pentose phosphate pathway[map00030]; Fructose and mannose metabolism[map00051]; Methane metabolism[map00680]; Carbon fixation in photosynthetic organisms[map00710]; Metabolic pathways[map01100]; Biosynthesis of secondary metabolites[map01110]; Microbial metabolism in diverse environments[map01120]; Carbon metabolism[map01200]; Biosynthesis of amino acids[map01230],"D-Fructose 1,6-bisphosphate <=> Glycerone phosphate + D-Glyceraldehyde 3-phosphate[R01068]; beta-D-Fructose 1,6-bisphosphate <=> Glycerone phosphate + D-Glyceraldehyde 3-phosphate[R01070]; Sedoheptulose 1,7-bisphosphate <=> Glycerone phosphate + D-Erythrose 4-phosphate[R01829]; D-Fructose 1-phosphate <=> Glycerone phosphate + D-Glyceraldehyde[R02568]",-,-,-
cluster_2851,dispensable,-,-,-,-,-,-,-,-,-
cluster_2852,dispensable,S,Protein of unknown function (DUF1706),-,-,-,-,-,-,-
cluster_2853,dispensable,M,Lytic transglycosylase with a strong preference for naked glycan strands that lack stem peptides,-,rare lipoprotein A[K03642],-,-,-,-,-
cluster_2854,dispensable,G,"Phosphorylase is an important allosteric enzyme in carbohydrate metabolism. Enzymes from different sources differ in their regulatory mechanisms and in their natural substrates. However, all known phosphorylases share catalytic and structural properties",Glycogen phosphorylase[2.4.1.1],glycogen phosphorylase[K00688],Starch and sucrose metabolism[map00500]; Metabolic pathways[map01100]; Biosynthesis of secondary metabolites[map01110]; Biofilm formation - Escherichia coli[map02026],Starch + Orthophosphate <=> Amylose + D-Glucose 1-phosphate[R02111],-,-,-
cluster_2855,dispensable,C,Alcohol dehydrogenase GroES-like domain,L-iditol 2-dehydrogenase[1.1.1.14],L-iditol 2-dehydrogenase[K00008],Pentose and glucuronate interconversions[map00040]; Fructose and mannose metabolism[map00051]; Metabolic pathways[map01100],D-Sorbitol + NAD+ <=> D-Fructose + NADH + H+[R00875]; Xylitol + NAD+ <=> D-Xylulose + NADH + H+[R01896],-,-,-
cluster_2856,dispensable,K,FCD,-,"GntR family transcriptional regulator, transcriptional repressor for pyruvate dehydrogenase complex[K05799]",-,-,-,-,-
cluster_2857,dispensable,E,Belongs to the AlaDH PNT family,Alanine dehydrogenase[1.4.1.1],alanine dehydrogenase[K00259],"Alanine, aspartate and glutamate metabolism[map00250]; Taurine and hypotaurine metabolism[map00430]; Metabolic pathways[map01100]",L-Alanine + NAD+ + H2O <=> Pyruvate + Ammonia + NADH + H+[R00396],-,-,-
cluster_2858,dispensable,-,-,-,-,-,-,-,-,-
cluster_2859,dispensable,G,"Glycosyl hydrolases family 2, TIM barrel domain",Beta-glucuronidase[3.2.1.31],beta-glucuronidase[K01195],Pentose and glucuronate interconversions[map00040]; Glycosaminoglycan degradation[map00531]; Porphyrin metabolism[map00860]; Flavone and flavonol biosynthesis[map00944]; Drug metabolism - other enzymes[map00983]; Metabolic pathways[map01100]; Biosynthesis of secondary metabolites[map01110],H2O + beta-D-Glucuronoside <=> D-Glucuronate + Alcohol[R01478]; Bilirubin beta-diglucuronide + 2 H2O + 3 Reduced acceptor <=> D-Urobilinogen + 2 D-Glucuronate + 3 Acceptor[R04979]; G13040 + H2O <=> G09660 + D-Glucuronate[R07818]; Luteolin 7-O-[beta-D-glucuronosyl-(1->2)-beta-D-glucuronide]-4'-O-beta-D-glucuronide + H2O <=> Luteolin 7-O-[beta-D-glucuronosyl-(1->2)-beta-D-glucuronide] + D-Glucuronate[R08127]; SN38 glucuronide + H2O <=> SN-38 + D-Glucuronate[R08260]; G00526 + H2O <=> G00711 + D-Glucuronate[R10830],-,-,Carbon Cycle: Organic carbon oxidation
cluster_2860,dispensable,J,Belongs to the phenylalanyl-tRNA synthetase beta subunit family. Type 1 subfamily,Phenylalanine--tRNA ligase[6.1.1.20],phenylalanyl-tRNA synthetase beta chain[K01890],Aminoacyl-tRNA biosynthesis[map00970],ATP + L-Phenylalanine + tRNA(Phe) <=> AMP + Diphosphate + L-Phenylalanyl-tRNA(Phe)[R03660],-,-,-
cluster_2861,dispensable,T,"helix_turn_helix, Lux Regulon",-,-,-,-,-,-,-
cluster_2862,dispensable,V,"Type II restriction enzyme, methylase",-,-,-,-,-,-,-
cluster_2863,dispensable,-,-,-,-,-,-,-,-,-
cluster_2864,dispensable,L,"Type III restriction enzyme, res subunit",DNA helicase[3.6.4.12],ATP-dependent DNA helicase RecQ[K03654],RNA degradation[map03018],-,-,-,-
cluster_2865,dispensable,-,-,-,-,-,-,-,-,-
cluster_2866,dispensable,F,Adenosine/AMP deaminase,Adenosine deaminase[3.5.4.4],adenosine deaminase[K01488],Purine metabolism[map00230]; Metabolic pathways[map01100],Adenosine + H2O <=> Inosine + Ammonia[R01560]; Deoxyadenosine + H2O <=> Deoxyinosine + Ammonia[R02556],-,-,-
